,BG dice,BG jaccard,TC dice,TC jaccard,ED dice,ED jaccard,ET dice,ET jaccard
2516,0.9990470196889418,0.9980958539915212,0.9590643274862155,0.9213483146068678,0.9242819843347259,0.8592233009710104,0.9172141918541393,0.8470873786411478
2517,0.9981950435897063,0.9963965911752518,0.5276872964201954,0.35840707964885665,0.9384896467725335,0.884107860011541,0.8306709265191693,0.7103825136619935
2518,0.9974446108187198,0.9949022483767687,0.6527777777791667,0.4845360824752896,0.7623456790131172,0.6159600997511023,0.8682593856662116,0.7671893848012459
2519,0.9984524699622768,0.9969097222222223,1.0,1.0,5.617977528089888e-12,5.617977528058326e-12,1.0,1.0
2520,0.9983016125925884,0.9966089844432792,1.0,1.0,0.6925207756246538,0.529661016950149,0.5196850393779527,0.3510638297941376
2521,0.9993366848205646,0.998674249031853,1.0,1.0,0.8095238095255102,0.6800000000009143,1.0,1.0
2522,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2523,0.9985102063930529,0.9970248451527595,1.0,1.0,0.4906666666693333,0.3250883392249997,1.0,1.0
2524,0.9999652765721119,0.9999305555555555,1.0,1.0,2.5e-10,2.499999999375e-10,1.0,1.0
2525,0.9977276486823061,0.9954656011118833,1e-09,9.99999999e-10,0.063694267522293,0.032894736848467804,6.993006993006993e-12,6.993006992958092e-12
2526,0.9988392970492845,0.9976812854373857,0.71076923077,0.5513126491652133,0.5623003194898828,0.39111111111201313,0.8597328244279581,0.7539748953976955
2527,0.9982802712359861,0.9965664472513788,1.0,1.0,0.11550151975987841,0.06129032258367326,0.8353925866883221,0.7173169062288041
2528,0.9974592791744136,0.9949314361545267,0.7756138865376799,0.6334716459202856,0.9114435907806309,0.8372956909361674,0.8651315789490132,0.7623188405803991
2529,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2530,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2531,0.9985117744900727,0.9970279720279721,0.847058823535294,0.7346938775537276,0.2781456953675497,0.16153846154168638,0.6456692913412073,0.4767441860485398
2532,0.9990804396374393,0.9981625689036662,5.263157894736843e-11,5.263157894459834e-11,0.8167202572363343,0.6902173913051897,0.8298755186763485,0.7092198581580907
2533,0.9994895803998962,0.9989796815902894,1.0,1.0,0.957671957672619,0.918781725888428,1.0,1.0
2534,0.9986151997872452,0.9972342296138912,0.8364485981320093,0.7188755020085966,0.9342181188693018,0.8765565782350425,0.9242788461544471,0.8592178770951293
2535,0.999774254606083,0.9995486111111112,1.0,1.0,3.846153846153846e-11,3.846153846005917e-11,1.0,1.0
2536,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2537,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2538,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2539,0.998838939080594,0.997680571159352,0.7871900826456611,0.6490630323685705,0.9490644490649688,0.9030662710188891,0.9073972602745205,0.8304914744234398
2540,0.9990639079655396,0.9981295668286544,0.85167464115311,0.7416666666688194,0.5583756345228427,0.3873239436662865,0.8128342246016043,0.684684684686105
2541,0.9977924111775789,0.9955945477822126,0.9090664514394674,0.8332922318126181,0.6110509209111592,0.4399375975047739,0.6926229508217213,0.5297805642647969
2542,0.9995542074945675,0.9991088122739267,1.0,1.0,0.9086229086241956,0.8325471698117157,1.0,1.0
2543,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2544,0.99812461292884,0.9962562468439291,1.0,1.0,0.5009708737883495,0.3341968911934347,1.0,1.0
2545,0.9999045047704295,0.9998090277777778,1.0,1.0,9.090909090909091e-11,9.090909090082645e-11,1.0,1.0
2546,0.9993174778180379,0.9986358866736621,0.7430555555590277,0.5911602209967339,0.5381526104457831,0.36813186813534,0.8036809815981595,0.6717948717965548
2547,0.9996230021304852,0.9992462884086168,0.250000000125,0.14285714297959184,0.8493150684954338,0.7380952380962774,0.9689440993804348,0.9397590361447598
2548,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2549,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2550,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2551,0.9993359429610041,0.9986727672802208,6.711409395973155e-12,6.7114093959281126e-12,0.17241379311206897,0.0943396226500534,0.6173469387780612,0.4464944649466919
2552,0.9993354271928718,0.9986717371131207,5.88235294117647e-11,5.88235294083045e-11,0.9810355849139144,0.9627770807193798,0.9736379613374341,0.9486301369864772
2553,0.9967296949259411,0.9934807099192939,0.6505441354304716,0.4820788530475231,0.4821583986083551,0.3176605504594981,0.8998548621192205,0.8179419525066649
2554,0.9989378888085702,0.9978780313837375,1.0,1.0,0.8387096774199015,0.7222222222224838,0.6991596638663865,0.5374677002589955
2555,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2556,0.9988759171896249,0.9977543586660538,0.902597402599026,0.8224852071011169,0.7324478178387096,0.5778443113785094,0.8581997533921085,0.7516198704109036
2557,0.9981238938053186,0.996254813977317,1.0,1.0,0.8595654478012719,0.753717472119188,0.8951048951118881,0.8101265822808845
2558,1.0000000000000087,1.0,1.0,1.0,1.0,1.0,1.0,1.0
